geoid,County Name,State,metro code,Metropolitan Status,Total Population,"Total population, MOE",Disabiltiy Population,"Disability Population, MOE",Disabitiy Rate,"Disability Rate, MOE",Male Disabiltiy Rate,Female Disability Rate,Vision Disabiltiy Rate,Hearing Disabiltiy Rate,Cognative Disabitliy Rate,Mobility Disabiltiy Rate,Self Care Disabiltiy Rate,Independent Living,Disability Employment Rate,Disability Unemployment Rates,Out of the Labor Force Disability Rate,Veteran Disability Rate ,Disability Poverty Rate ,Disability Rate-Black/African America,Disability Rate-White,Disability Rate-Asian,Disability Rate-American Indian/Alaskan Native,Disability Rate-Native Hawaiian Pacific Islander,Disability Rate-Other race,Disability Rate-Two or more races,Disability Rate- Hispanic (of any race),,,,
0500000US37071,Gaston,North Carolina,,Metropolitan,212011,302,33861,1198,16,0.6,15.4,16.5,3,4.2,6.6,9.6,3.2,7.5,29.3,5.8,64.9,31.7,23.4,14.9,16.8,6.9,23.4,2.8,8.6,11.7,8.7,,,,
0500000US37073,Gates,North Carolina,,Metropolitan,11518,80,2279,253,19.8,2.2,20.4,19.2,3.2,5.4,7.6,11,4.3,8.5,45.2,3,51.9,28.3,16.2,24.8,16.7,0,51.4,,25.5,23,15.9,,,,
0500000US37075,Graham,North Carolina,,Non core,8493,115,1646,231,19.4,2.6,19.7,19.1,3.9,6.5,6.5,9.3,2.8,9.6,11.7,8,80.2,39.6,21.1,66.7,21.1,,7.3,,0,0,10.3,,,,
0500000US37077,Granville,North Carolina,,Micropolitan,55754,363,9127,654,16.4,1.2,14.8,17.8,3.7,4.4,7.6,8.7,4,8.7,27.4,5.6,67,24.9,25.4,18.6,16.4,5.2,29.4,0,2,10.1,5.8,,,,
0500000US37079,Greene,North Carolina,,Non core,18864,226,4162,305,22.1,1.6,22,22.1,6.1,5.4,9.6,12.8,4.6,10.7,30.8,7.2,62,39.2,29.8,22,22.9,0,66.7,,15.1,12.9,14.7,,,,
0500000US37081,Guilford,North Carolina,,Metropolitan,513206,358,56399,1602,11,0.3,10.5,11.4,1.8,2.7,4.5,6.3,2.5,5.5,31.2,6.2,62.6,25.9,23.8,11.1,11.6,5.3,15.9,9.6,3.5,12.8,4.6,,,,
0500000US37083,Halifax,North Carolina,,Micropolitan,50897,277,10516,569,20.7,1.1,19.9,21.3,3.9,4.6,7.9,13.6,4.5,9.4,22.9,5.5,71.5,38.2,33.8,20.3,20.6,15.3,28.5,0,0,21.8,12.4,,,,
0500000US37085,Harnett,North Carolina,,Micropolitan,122560,423,16664,717,13.6,0.6,14.4,12.9,2.6,3.5,5.5,8.2,3.1,6.4,28,5.8,66.2,25.5,24.1,15.8,14.2,11.6,14.3,0,3.3,6.9,6.2,,,,
0500000US37087,Haywood,North Carolina,,Metropolitan,59410,156,10608,619,17.9,1,17.7,18,3.6,5.7,6.2,10.9,3.5,8,31.7,5.3,63,32,21.6,27,17.6,5.6,28.9,60.7,10.3,31.5,6,,,,
0500000US37089,Henderson,North Carolina,,Metropolitan,111062,190,17471,885,15.7,0.8,15.9,15.5,3.2,5.8,5.4,7.9,2.6,6.1,36,2.8,61.1,29.6,19.3,13.4,16.1,7.1,18.8,0,7.1,20.3,4.9,,,,
0500000US37091,Hertford,North Carolina,,Non core,22145,589,4530,387,20.5,1.8,18.7,21.9,4.6,5.2,8.5,12.8,5,9.5,28.3,4.5,67.2,35.4,29,22.1,19.5,13.7,16.2,0,18,8.3,8.3,,,,
0500000US37093,Hoke,North Carolina,,Metropolitan,48448,532,7700,615,15.9,1.3,15.8,16,3.2,3.4,7.4,10.6,4.1,8.4,28.6,8.1,63.4,28.9,23.1,18.6,14.3,2.9,20.7,52.4,7.9,16.2,7.3,,,,
0500000US37095,Hyde,North Carolina,,Non core,4853,179,945,270,19.5,5.4,13.2,25.2,4.1,5.3,5.2,11.5,6.2,12.5,11.7,13.1,75.2,34.8,20.3,31.8,15.4,,,,0,0,0,,,,
0500000US37097,Iredell,North Carolina,,Metropolitan,168622,235,21943,796,13,0.5,12.9,13.1,3,4,4.8,7,2.7,5.4,36.9,6.8,56.3,23.2,17.5,15.9,12.9,7.6,16.7,0,8.2,11.7,9.5,,,,
0500000US37099,Jackson,North Carolina,,Micropolitan,41452,98,5607,646,13.5,1.6,12.4,14.6,3.1,3.4,6,8.1,2.4,5.4,27.6,6.1,66.3,32,24.1,7.3,13.8,3.6,16.8,,4.2,10.2,9.4,,,,
0500000US37101,Johnston,North Carolina,,Metropolitan,184634,270,25936,1447,14,0.8,14.5,13.6,2.2,3.1,5.1,8.7,2.3,6.5,36.3,4.7,58.9,25.7,19.8,16.5,14.1,4.1,21.2,0,5.8,6.8,7.6,,,,
0500000US37103,Jones,North Carolina,,Metropolitan,9686,42,2307,177,23.8,1.8,25.9,21.8,7.8,6.3,10.4,13,6.5,10.8,28.4,6.2,65.4,38.6,27.7,27.1,22.5,0,35.5,,4,23.4,9.3,,,,
0500000US37105,Lee,North Carolina,,Micropolitan,58597,227,8508,541,14.5,0.9,14.5,14.5,3.4,3.7,4.9,7.7,2.7,5.5,42.7,5.6,51.7,25.1,23,17.8,14.2,13.7,31,39.1,5.5,10.3,7.3,,,,
0500000US37107,Lenoir,North Carolina,,Micropolitan,56794,353,13717,725,24.2,1.3,23.9,24.4,5.2,5.9,11.9,14.3,5.7,11.7,36.7,8.6,54.7,39.1,25.4,25.7,23.7,31,26.7,0,6.9,19.6,15.2,,,,
0500000US37109,Lincoln,North Carolina,,Metropolitan,79907,171,11954,733,15,0.9,15.4,14.6,2.8,4.1,6.2,8.5,2.9,6.4,29.6,7.9,62.4,28.6,22.1,17.1,15.3,13.5,12.1,0,6,7.7,6.2,,,,
0500000US37113,Macon,North Carolina,,Non core,33954,100,6122,457,18,1.3,18.6,17.5,4,6.4,6.4,11.1,4.2,7.8,28.9,3.1,67.9,32.3,20.7,25.8,18.4,3.5,21.1,,7.1,17.4,4.2,,,,
0500000US37115,Madison,North Carolina,,Metropolitan,21114,108,3448,366,16.3,1.7,14.8,17.9,2.7,4.9,6.9,9.4,4.3,8.5,24.1,7.4,68.6,27.6,32.4,12.4,16.6,0,0,,0,20.5,6.4,,,,
0500000US37117,Martin,North Carolina,,Non core,23075,116,4458,358,19.3,1.6,20.2,18.5,4,4.5,6.8,11.7,3.9,7.2,33.4,2,64.6,42.3,21.4,20.3,19.4,0,26.8,0,0,16.7,1,,,,
0500000US37111,McDowell,North Carolina,,Micropolitan,44180,209,9363,672,21.2,1.5,19,23.4,4.7,5.9,8.3,13.1,5.3,9.5,20.6,5.1,74.4,39.2,27.5,20.6,21.7,7.6,6.8,100,7,29.2,7.9,,,,
0500000US37119,Mecklenburg,North Carolina,,Metropolitan,1028876,479,89143,1716,8.7,0.2,8.2,9.1,1.7,2.2,3.6,4.6,1.8,3.9,40.5,8.2,51.3,21.3,21.5,10.6,8.4,4.6,11.3,3.3,3.7,8.8,4.5,,,,
0500000US37121,Mitchell,North Carolina,,Non core,15036,74,3265,267,21.7,1.8,21.7,21.8,4.3,8.1,5.8,13.6,4.1,8.7,23.1,2.8,74.1,35,21.1,4.4,22.3,0,9.9,,0,11.4,6.6,,,,
0500000US37123,Montgomery,North Carolina,,Non core,26500,296,3795,339,14.3,1.3,14.1,14.5,3.1,4.6,4.9,9.5,3.4,8,15.3,2.5,82.2,34,25.5,17.9,14,6.5,0,100,1.3,4.8,1.3,,,,
0500000US37125,Moore,North Carolina,,Micropolitan,91293,361,13582,792,14.9,0.9,15.5,14.3,2.5,4.8,5.3,8.7,3.9,6.8,31.7,5,63.3,28.6,21.5,18.4,14.4,7.3,15.6,0,4.1,21.5,9.5,,,,
0500000US37127,Nash,North Carolina,,Metropolitan,92801,325,15131,871,16.3,0.9,15.5,17,2.9,4,5.4,10.8,3.5,7.6,31.3,3.9,64.8,29.6,23.3,16.8,16.7,5.2,33.3,0,7.6,12,6.9,,,,
0500000US37129,New Hanover,North Carolina,,Metropolitan,217425,320,27420,1086,12.6,0.5,12.5,12.7,2.3,3.6,5.3,6.7,2.4,5.4,33.1,5.2,61.7,27.4,24.4,14.3,12.4,12.4,23.1,0,8.8,10.5,5.4,,,,
0500000US37131,Northampton,North Carolina,,Micropolitan,19632,151,4402,400,22.4,2,23.3,21.7,5.2,5.4,7.4,14.5,4.7,9.5,28.4,4.2,67.4,39.9,31.6,22,23.1,31.3,40.5,,10.1,15.4,4.7,,,,
0500000US37133,Onslow,North Carolina,,Metropolitan,153922,1368,26002,1175,16.9,0.7,19.5,14.6,4.4,5.4,7.3,7.9,2.5,6.7,47.7,6.8,45.5,32,18.7,16.2,17.7,12.7,36.4,32.8,11,10.6,12.5,,,,
0500000US37135,Orange,North Carolina,,Metropolitan,141148,157,12599,913,8.9,0.6,9,8.9,1.5,2.2,3.5,4.4,1.3,3.2,47.3,7.3,45.4,25.8,17.8,12.3,9.1,3.4,41,57.1,4.3,5.4,5,,,,
0500000US37137,Pamlico,North Carolina,,Metropolitan,12134,215,2496,231,20.6,1.8,23.8,17.5,4,7.5,6.6,12,3.2,7.8,41.1,2.9,56,42,14.3,26.1,20.5,0,14.5,0,3.7,4.6,4.9,,,,
0500000US37139,Pasquotank,North Carolina,,Micropolitan,38101,280,5760,543,15.1,1.4,14.5,15.7,2.5,3.9,5.7,9.3,2.9,7.2,32.6,2.5,64.9,25.1,25,15.6,15.4,7.5,0,11.8,12.6,7.1,5.3,,,,
0500000US37141,Pender,North Carolina,,Metropolitan,56059,273,9349,640,16.7,1.1,17.1,16.3,2.6,5,6.9,10,3.7,7.5,36.7,8.2,55.2,34.2,20.2,26.4,15.6,0,20.8,0,6.6,12.8,6.5,,,,
0500000US37143,Perquimans,North Carolina,,Micropolitan,13354,111,2208,327,16.5,2.4,18.8,14.5,2,4.6,4.4,10.4,3.6,7,27.4,1.7,70.9,23.2,25.9,16.5,16.7,0,31.3,0,14.8,9,26.2,,,,
0500000US37145,Person,North Carolina,,Metropolitan,38813,147,7419,656,19.1,1.7,20.4,17.9,4.1,5.1,7.6,11.5,4.1,9.5,28.2,9.9,61.9,42.5,24.9,23.6,17.9,3.3,20.5,0,2.6,17.1,2.9,,,,
0500000US37147,Pitt,North Carolina,,Metropolitan,175431,227,21782,936,12.4,0.5,12.4,12.5,2.3,2.9,5.2,7.6,2.8,5.4,31.6,8.2,60.2,25.7,25.9,14.3,12.1,3.4,11.3,0,4.7,10.1,6.1,,,,
0500000US37149,Polk,North Carolina,,Non core,20148,70,3297,313,16.4,1.5,17,15.8,3.1,6.1,6,9.6,4.1,8.1,28.3,2.8,68.9,32.8,11.5,12.7,16.9,0,0,0,0,19.8,4.7,,,,
0500000US37151,Randolph,North Carolina,,Metropolitan,141584,241,20890,1020,14.8,0.7,14.8,14.7,2.7,4,6.2,8.8,3,6.7,29.4,5.7,65,27.4,22.3,14.6,15.4,9.5,17.1,78.3,4.7,17.2,4.9,,,,
0500000US37153,Richmond,North Carolina,,Micropolitan,44066,226,8166,588,18.5,1.3,19.4,17.7,3.7,4.6,7.7,12.3,4.8,9.5,21.2,2.9,75.9,44,25.4,20.5,18,6.6,13.8,,5.3,21.3,3.5,,,,
0500000US37155,Robeson,North Carolina,,Micropolitan,132407,248,22033,774,16.6,0.6,16,17.2,3.7,3.8,7.1,11.8,4.2,9.5,17.8,5.2,77.1,32.4,31.5,17.4,18.3,11.3,16.9,0,3.8,14.1,5,,,,
0500000US37157,Rockingham,North Carolina,,Metropolitan,90460,218,14871,848,16.4,0.9,15.6,17.3,2.9,4.1,6.6,9.9,3.4,7.3,27.2,4.3,68.6,26.3,25.2,19.2,16.1,0.6,14.4,0,9.5,16.9,6.4,,,,
0500000US37159,Rowan,North Carolina,,Metropolitan,136570,311,21337,954,15.6,0.7,15.4,15.8,3,4.5,6.3,9.1,3.6,7.8,27.5,8.2,64.4,31.6,21.4,13.7,16.2,8.8,10.5,100,7.5,24.8,7.4,,,,
0500000US37161,Rutherford,North Carolina,,Micropolitan,65620,222,13704,1015,20.9,1.5,20.2,21.5,3.7,6.7,8.1,12.5,4.9,8.7,25.7,3.7,70.6,40.1,28.8,24.4,21,25.5,9.7,66.7,0.3,11.1,7.7,,,,
0500000US37163,Sampson,North Carolina,,Non core,63040,327,12418,853,19.7,1.3,19.7,19.7,3.8,5.1,8.6,11.5,4.2,9.1,27.7,7.7,64.6,41.8,30.2,26.7,18.3,9.9,22.8,0,4.9,20.4,6.4,,,,
0500000US37165,Scotland,North Carolina,,Micropolitan,33477,249,6527,437,19.5,1.3,19.4,19.6,3.9,5.1,8.6,13.5,6,11,20.4,5.2,74.3,35.2,33.5,18.8,21.2,0,19,,11.9,12.4,7.6,,,,
0500000US37167,Stanly,North Carolina,,Micropolitan,59526,213,9090,507,15.3,0.9,15.8,14.8,2.3,4.7,6.4,8.8,3.8,7.9,32.3,7.9,59.7,30.8,27.3,18.3,15.4,1.9,30.4,,6.8,8.3,4.7,,,,
0500000US37169,Stokes,North Carolina,,Metropolitan,45675,108,6935,497,15.2,1.1,14.6,15.7,3,4,5.6,8.6,3.2,7.7,30,7.3,62.8,30.8,20.6,17,15.2,0,21.6,50,10.8,13.2,11.2,,,,
0500000US37171,Surry,North Carolina,,Micropolitan,71514,211,14511,668,20.3,0.9,20.9,19.7,5.6,6.4,8,11.6,4.1,8.8,32.4,2.7,64.9,38.1,25.9,27.1,20.6,0.7,14.8,11.1,4.9,15.8,9.4,,,,
0500000US37173,Swain,North Carolina,,Non core,14026,150,2426,320,17.3,2.2,18.5,16.2,3.1,6.6,5.7,10.2,2.9,7.4,30.1,6.6,63.3,42.9,22.5,23.3,20.7,0,12.1,,0,8.3,2.4,,,,
0500000US37175,Transylvania,North Carolina,,Micropolitan,32816,195,5438,410,16.6,1.2,16.4,16.8,2.8,5.2,5.6,10.1,4.3,7.3,32.6,5.4,61.9,28.8,18,13.2,17.5,9.9,0,0,0,5.2,5.4,,,,
0500000US37177,Tyrrell,North Carolina,,Micropolitan,3480,171,781,160,22.4,4.4,22.5,22.4,3.7,7,4.9,13.1,4.7,11,36.7,7.2,56,42.2,33.2,27.6,22.8,0,0,,6.6,3.3,4.3,,,,
0500000US37179,Union,North Carolina,,Metropolitan,221079,223,21259,1075,9.6,0.5,9.3,9.9,1.8,2.7,4.1,5,2.1,4.6,42.4,5.5,52.1,23.8,15.1,9.9,9.8,5.4,14.9,0,4.4,9.1,4.3,,,,
0500000US37181,Vance,North Carolina,,Micropolitan,43979,107,8231,614,18.7,1.4,18.8,18.6,4.6,4.9,7.5,11.8,4.5,9.7,26.1,2.7,71.2,33.1,27.7,20,19.3,0,0,0,5.2,7.4,1.9,,,,
0500000US37183,Wake,North Carolina,,Metropolitan,1015242,767,85684,2255,8.4,0.2,7.9,8.9,1.6,2.1,3.6,4.3,1.6,3.7,44.9,5.9,49.2,21,16.9,11.4,8.2,3.7,15.3,14.3,3.7,8,5.2,,,,
0500000US37185,Warren,North Carolina,,Non core,19271,177,3794,282,19.7,1.4,21,18.4,4.3,5.5,6.9,12.1,4.6,8.9,28.6,3.2,68.3,49.5,28.7,18.3,21.1,2.2,26,0,3.9,25.1,0.7,,,,
0500000US37187,Washington,North Carolina,,Non core,12141,105,2750,346,22.7,2.8,22.1,23.2,5.4,5.7,8.6,14.5,5.8,12.8,20.4,7.3,72.3,43.3,24.8,22.8,24.4,60,0,,5,2.1,1.2,,,,
0500000US37189,Watauga,North Carolina,,Micropolitan,53092,101,5943,520,11.2,1,11.6,10.8,1.9,3,4.2,6.2,2.7,5.1,32.4,3.2,64.4,29.5,31.6,9.4,11.4,5.2,26.4,0,0.8,7.7,3.2,,,,
0500000US37191,Wayne,North Carolina,,Metropolitan,120019,478,20107,1011,16.8,0.8,17,16.6,3,4.4,6.8,9.6,3.5,7.5,30.3,4.8,65,27.9,23.7,18.7,16.9,4.9,15.5,,10.3,8.5,5.6,,,,
0500000US37193,Wilkes,North Carolina,,Micropolitan,67722,241,12634,678,18.7,1,18.4,18.9,3.3,5.8,7.3,11.7,4.5,9,23.9,3.5,72.5,37.4,24.3,23.6,18.9,15.3,47.2,0,2.2,14.6,3,,,,
0500000US37195,Wilson,North Carolina,,Micropolitan,80308,191,12333,763,15.4,0.9,16.1,14.7,2.7,3.2,6.2,9.4,3.8,8.3,25.2,7.4,67.4,31.9,23.4,18.1,14.9,2.1,24.9,100,5.1,8.3,7.1,,,,
0500000US37197,Yadkin,North Carolina,,Metropolitan,37534,156,6307,467,16.8,1.2,16.8,16.8,3.8,5,6,9.4,3.7,8,22.6,3.2,74.2,39.7,19.2,29.3,17.2,0,4.7,0,2.1,7.7,3.8,,,,
0500000US37199,Yancey,North Carolina,,Non core,17427,66,3358,349,19.3,2,19.8,18.8,3.9,6.2,7.8,11.9,3.8,8.4,30.2,4.9,64.9,39.8,26.6,4.8,19.5,20.9,47.5,0,0,18.9,8.3,,,,
0500000US38001,Adams,North Dakota,,Non core,2316,59,236,62,10.2,2.6,10.9,9.5,1.6,3.2,2.4,5.8,1.9,3.8,60.6,0,39.4,18.8,11,10.3,10.5,0,3.8,,0,26.7,0,,,,
0500000US38003,Barnes,North Dakota,,Non core,10775,96,1392,184,12.9,1.7,13.7,12.2,2.7,4.4,5.4,6.5,2.2,4.3,60.4,1.2,38.4,20.9,19.1,76.6,12.5,0,21.9,0,0,4.6,1,,,,
0500000US38005,Benson,North Dakota,,Non core,6861,17,826,70,12,1,12.2,11.8,3.8,4.2,3.9,7.3,1.9,3.5,34.3,4.7,61,26.2,37.3,,11,0,12.6,,15.4,19,18.3,,,,
0500000US38007,Billings,North Dakota,,Non core,983,80,106,37,10.8,3.7,12.7,8.2,1,3.8,4.7,5.5,1,1.8,37.3,23.5,39.2,5,8.5,0,11.4,,0,,0,0,0,,,,
0500000US38009,Bottineau,North Dakota,,Non core,6483,70,960,137,14.8,2.1,13.7,16.1,1.9,6,4.9,7.1,2,4.4,46.4,4.4,49.2,27.2,17.5,7.3,14.9,36.4,13.4,,28.9,9.1,10.6,,,,
0500000US38011,Bowman,North Dakota,,Non core,3165,55,341,67,10.8,2.1,12.1,9.5,1.4,3.3,3.1,5.9,2.1,4.1,57.3,5.1,37.6,25.5,28.7,0,10.8,,5,,17.8,3.3,12.7,,,,
0500000US38013,Burke,North Dakota,,Non core,2251,3,182,38,8.1,1.7,8.9,7.2,1.1,3.6,2.2,3.6,0.8,2.5,51.9,7.7,40.4,26.3,10.4,0,8.1,0,3.2,,0,20,0,,,,
0500000US38015,Burleigh,North Dakota,,Metropolitan,90369,193,9080,662,10,0.7,10.4,9.7,1.7,3.4,3.7,5.1,1.8,4.5,55.2,3.9,40.8,25.9,16.9,5.3,10.4,1.9,6,45,8.9,8,4.5,,,,
0500000US38017,Cass,North Dakota,,Metropolitan,169233,277,16778,994,9.9,0.6,9.5,10.4,1.8,3.4,4,4.7,1.5,3.6,57.8,3.1,39.1,26.2,17.6,8.4,10.1,9.7,10,0,3.5,7.5,10,,,,
0500000US38019,Cavalier,North Dakota,,Non core,3719,80,386,81,10.4,2.1,8.1,12.8,1.2,5,2.6,6,1.9,4.4,59.4,3.1,37.5,20.3,20.7,0,10.4,,12.2,,0,16.2,0,,,,
0500000US38021,Dickey,North Dakota,,Non core,4902,105,493,91,10.1,1.8,10.5,9.6,1.5,5,3.6,4.1,1.2,2.5,57.4,5.3,37.2,23.6,13.3,13,10.2,0,0,,,0,3,,,,
0500000US38023,Divide,North Dakota,,Non core,2295,79,365,99,15.9,4.1,17.3,14.4,1,5.2,6,7.1,0.2,3.5,49.5,0,50.5,28.6,11.5,0,15.6,27.8,18.5,,,23.8,4,,,,
0500000US38025,Dunn,North Dakota,,Non core,4295,31,590,109,13.7,2.5,17,10.1,1.2,4.8,4.1,7.3,1.5,3.3,44.6,1,54.3,31,18,7,13,23.8,16.6,100,14,14.3,14.3,,,,
0500000US38027,Eddy,North Dakota,,Non core,2248,76,316,63,14.1,2.7,14.9,13.2,2.5,5.4,4.4,8.2,1.2,4.3,56.5,0.8,42.7,47.3,20.9,,14.2,,19.7,0,,0,0,,,,
0500000US38029,Emmons,North Dakota,,Non core,3334,71,485,70,14.5,2,17.3,11.8,3,6.3,2.9,8.4,1.8,4,54.5,5,40.5,33.9,22.3,,15,0,,,,0,100,,,,
0500000US38031,Foster,North Dakota,,Non core,3243,76,431,78,13.3,2.3,12.2,14.3,3.2,4.9,3.2,6.5,0.8,4.2,50,1.1,48.9,35.9,10.7,0,13.5,0,0,,0,10,9.1,,,,
0500000US38033,Golden Valley,North Dakota,,Non core,1836,118,282,54,15.4,3,14.8,15.9,2.2,4.1,5.5,10.7,4.4,8.5,69.6,0,30.4,48.2,13.5,,16,,0,,,0,0,,,,
0500000US38035,Grand Forks,North Dakota,,Metropolitan,67954,346,7080,566,10.4,0.8,10.4,10.4,1.6,3.1,4.7,5,1.7,3.3,50,4,46,23,23.8,7.4,10.4,4.2,14.9,0,4.7,18.1,8.6,,,,
0500000US38037,Grant,North Dakota,,Non core,2338,41,313,46,13.4,2,13.5,13.3,1.7,5.9,2.7,7.4,2,4.6,57.8,2.9,39.2,25.9,23.2,0,13.7,0,0,,0,10,10.5,,,,
0500000US38039,Griggs,North Dakota,,Non core,2179,66,316,63,14.5,2.8,19.1,9.6,1.7,6.1,3.7,7.8,1.4,2.7,65.3,3.2,31.6,47.9,12.3,0,13.6,,71.4,,100,35.7,100,,,,
0500000US38041,Hettinger,North Dakota,,Non core,2439,107,315,56,12.9,2.2,13.6,12.2,2.3,7.2,2.7,6.4,2.4,4,68,0,32,28.1,6,,13.4,,0,20,0,4.9,8.8,,,,
0500000US38043,Kidder,North Dakota,,Non core,2453,5,332,64,13.5,2.6,12.3,14.9,2,4.7,3.6,7,1.7,3.6,55.4,0,44.6,24.1,6.9,0,13.8,0,0,,0,36.4,0,,,,
0500000US38045,LaMoure,North Dakota,,Non core,4034,48,479,59,11.9,1.4,12.8,10.8,1.7,5.3,2.9,6.1,1,3.4,50.6,4.8,44.6,28.5,23.2,0,11.9,,26.7,,0,0,4.9,,,,
0500000US38047,Logan,North Dakota,,Non core,1856,73,229,38,12.3,2,13.4,11.2,2.2,5.4,3.3,6.2,1.8,4.5,59.6,0,40.4,35.6,20.5,100,12.3,0,0,,0,17.4,25.8,,,,
0500000US38049,McHenry,North Dakota,,Micropolitan,5869,64,640,74,10.9,1.2,11.5,10.3,1.5,3.7,2.6,6.4,1.6,3.7,39.7,1.1,59.2,22.2,18.1,50,10.8,0,12.6,,9.1,20,11.3,,,,
0500000US38051,McIntosh,North Dakota,,Non core,2571,76,406,61,15.8,2.1,14.9,16.7,2.6,7.9,2.5,8.1,2.3,3.9,54.4,0,45.6,20.6,15.5,,15.7,0,50,,,29.4,0,,,,
0500000US38053,McKenzie,North Dakota,,Non core,11594,46,945,207,8.2,1.8,10.6,5.3,2.3,3.5,1.9,2.2,0.5,1.8,58.3,6.7,35,22.2,18,9.5,7.6,0,11.9,,0,11.4,1.1,,,,
0500000US38055,McLean,North Dakota,,Non core,9419,74,1010,106,10.7,1.1,10.1,11.4,1.8,4.9,2.3,5.3,2.2,4.7,45.9,0.6,53.6,28.3,13,0,10.9,,11.1,,5.4,0,6.3,,,,
0500000US38057,Mercer,North Dakota,,Non core,8514,72,887,122,10.4,1.4,10.7,10.2,1.7,4.8,3.2,4.9,0.9,3.6,53.2,5.7,41.1,23.7,17.8,0,10.7,0,11.6,,0,16.7,5.2,,,,
0500000US38059,Morton,North Dakota,,Metropolitan,29494,138,2703,327,9.2,1.1,10,8.2,1.5,3.9,3,4.2,1.5,3.8,52.3,10.6,37.1,22.1,18.5,0,8.9,0,18.7,,11.7,0.8,4.6,,,,
0500000US38061,Mountrail,North Dakota,,Non core,9901,29,923,155,9.3,1.6,10.1,8.3,2.4,2.1,2.9,6.3,1.8,4,40.8,6.7,52.5,14.6,18.6,13.1,9.7,11.4,9.8,,4.7,0.5,6,,,,
0500000US38063,Nelson,North Dakota,,Non core,2891,64,407,64,14.1,2.1,15.5,12.5,1.2,5.8,3.3,7.7,1.4,2.6,58,0,42,27,13.5,0,14.2,,0,,0,21.1,30.7,,,,
0500000US38065,Oliver,North Dakota,,Metropolitan,1817,88,213,39,11.7,2.3,16.1,7,2.2,6.2,1.3,5.6,1.7,2,48.6,0,51.4,36.9,10.3,0,12.5,0,0,,0,0,0,,,,
0500000US38067,Pembina,North Dakota,,Non core,6862,80,894,112,13,1.6,15.8,10.1,2.5,5.1,4.6,7.1,2.4,4.2,47.7,4.8,47.5,30.1,12.1,0,12.7,12.5,34.4,,0,9.3,12.3,,,,
0500000US38069,Pierce,North Dakota,,Non core,4093,84,463,99,11.3,2.4,12.3,10.3,1.8,3.3,4.8,5.9,2.6,4.4,27.8,0,72.2,25.9,36.5,0,10.5,,35.3,,,33.3,65.7,,,,
0500000US38071,Ramsey,North Dakota,,Non core,11098,202,1649,224,14.9,2,17.9,11.8,2.1,5.4,6.1,8.2,1.8,5.3,57.7,0.3,41.9,41.3,25.3,0,16.2,0,5.2,,0,12.8,7.3,,,,
0500000US38073,Ransom,North Dakota,,Non core,5259,94,762,115,14.5,2.1,14.6,14.4,1.5,5.4,5.6,7.4,2.9,5.3,61.1,1.2,37.7,39.3,14.2,0,14.7,0,0,,,13,0,,,,
0500000US38075,Renville,North Dakota,,Micropolitan,2474,61,356,75,14.4,3,14.4,14.4,1.3,4.7,5.4,5.3,1.9,6.3,63.1,0,36.9,28.3,11.4,0,14.4,7.7,0,,0,28.9,0,,,,
0500000US38077,Richland,North Dakota,,Micropolitan,16177,97,1630,167,10.1,1,10.2,10,1.4,3.5,3.3,5.3,1.6,4.3,64.2,0.7,35.1,21.8,16.7,0,10.1,18.5,14.2,0,5.2,7.6,8.5,,,,
0500000US38079,Rolette,North Dakota,,Non core,14539,47,2069,273,14.2,1.9,13.6,14.8,2.5,2.7,6.4,9.5,3.3,7.7,21.4,4.8,73.8,31.4,37.6,17.7,12,0,14.8,,50,10.9,29,,,,
0500000US38081,Sargent,North Dakota,,Non core,3844,52,520,66,13.5,1.6,15.2,11.7,2,5.4,3.5,6.4,1.3,2.7,60.6,2.3,37,32.2,6,0,13.1,0,0,,,53,1.7,,,,
0500000US38083,Sheridan,North Dakota,,Non core,1403,88,185,39,13.2,2.8,14,12.4,1.9,6.5,2.4,7.7,2.3,3.6,38.7,0,61.3,26.2,23.8,,12.8,,0,,0,52.9,0,,,,
0500000US38085,Sioux,North Dakota,,Metropolitan,4381,18,429,53,9.8,1.2,11.1,8.5,1.1,3.5,2.4,6,1.7,6.1,20.4,5.5,74,26.3,23.3,0,12.2,0,9.6,,0,7.1,9.2,,,,
0500000US38087,Slope,North Dakota,,Non core,674,68,120,31,17.8,4.2,18.9,16.7,1.9,7.4,6.6,7.6,1.1,3.2,46.5,4.7,48.8,26.7,5,22.5,17.5,,,,,14.3,0,,,,
0500000US38089,Stark,North Dakota,,Micropolitan,29932,139,2753,309,9.2,1,8.7,9.7,1.8,3.5,3,4.6,1.8,3.8,55.6,4.8,39.7,23.2,16.4,1.7,9.9,0,2,100,0,0,5.7,,,,
0500000US38091,Steele,North Dakota,,Non core,1915,9,296,68,15.5,3.6,16.8,13.9,3.4,7,4.8,6.7,1.9,1.8,71.2,0,28.8,33.3,9.5,,15.5,,,,0,,8,,,,
0500000US38093,Stutsman,North Dakota,,Micropolitan,20157,220,2787,332,13.8,1.6,16.3,11.2,2.3,5.4,4.9,6.3,2.1,5.2,57.5,1.3,41.2,32.8,20.7,22.1,14,0,4.3,100,0,11.9,1.8,,,,
0500000US38095,Towner,North Dakota,,Non core,2229,46,295,61,13.2,2.7,11.3,15.2,1.8,4.1,5,6.3,3,5.2,19.8,6.2,74.1,31,29.8,,12.4,0,32.6,,100,9.5,22.2,,,,
