geoid,County Name,State,metro code,Metropolitan Status,Total Population,"Total population, MOE",Disabiltiy Population,"Disability Population, MOE",Disabitiy Rate,"Disability Rate, MOE",Male Disabiltiy Rate,Female Disability Rate,Vision Disabiltiy Rate,Hearing Disabiltiy Rate,Cognative Disabitliy Rate,Mobility Disabiltiy Rate,Self Care Disabiltiy Rate,Independent Living,Disability Employment Rate,Disability Unemployment Rates,Out of the Labor Force Disability Rate,Veteran Disability Rate ,Disability Poverty Rate ,Disability Rate-Black/African America,Disability Rate-White,Disability Rate-Asian,Disability Rate-American Indian/Alaskan Native,Disability Rate-Native Hawaiian Pacific Islander,Disability Rate-Other race,Disability Rate-Two or more races,Disability Rate- Hispanic (of any race),,,,
0500000US48389,Reeves,Texas,,Micropolitan,12341,279,1477,279,12,2.2,13.3,10.5,3.3,4.7,5.6,6.9,3.1,6.2,20.7,5.2,74.1,36.1,29,32.7,11.7,0,31.3,,7.6,19.1,10.2,,,,
0500000US48391,Refugio,Texas,,Non core,7116,109,1558,208,21.9,2.8,21.9,21.9,3.3,7.1,8.7,11.9,3.1,5.9,33.7,3,63.3,45.9,15.9,18.1,22.5,0,33.3,,17.2,22.7,18.2,,,,
0500000US48393,Roberts,Texas,,Non core,889,117,129,38,14.5,4.3,14.9,14.2,5.1,6.6,3.4,8.4,1.5,7,75.5,0,24.5,32.4,5.4,,14.4,0,,,100,0,6.1,,,,
0500000US48395,Robertson,Texas,,Metropolitan,16522,88,2427,312,14.7,1.9,13.6,15.8,3.5,3.5,5.5,10.3,3.1,8.3,30.2,2.9,66.9,26.3,21.3,16.9,14.1,6.3,0,88.9,5,24.8,6,,,,
0500000US48397,Rockwall,Texas,,Metropolitan,89661,239,7899,749,8.8,0.8,9,8.7,1.6,2.5,3.5,4.4,1.3,3.1,41,6.3,52.7,22.3,8.1,7.4,9.2,4.3,7.8,,7.8,5.7,6.4,,,,
0500000US48399,Runnels,Texas,,Non core,10041,108,1388,220,13.8,2.2,15,12.7,2.2,4.1,5.9,9.5,4.1,7.4,25.4,0.8,73.7,30,15.1,26,13.7,0,10,,14.5,23.8,10.6,,,,
0500000US48401,Rusk,Texas,,Metropolitan,48169,282,7686,476,16,1,16,15.9,3.2,4.8,6.1,8.6,2.9,6.8,32.3,4.2,63.5,30.2,21,19.2,15.4,10.3,40,,2.1,21.4,6.6,,,,
0500000US48403,Sabine,Texas,,Non core,10336,104,2671,269,25.8,2.6,25.5,26.2,4.2,10.5,6.8,16.9,4.3,10.8,30.1,0.7,69.1,35,21.4,48.3,24.1,0,0,,0,33,7,,,,
0500000US48405,San Augustine,Texas,,Non core,8152,127,2061,237,25.3,2.8,25.6,25,7.7,11.2,8.1,14.5,4.9,12.4,20.7,13.2,66.1,48.1,27.6,18.1,27.9,,0,,28.6,25.3,19.1,,,,
0500000US48407,San Jacinto,Texas,,Non core,27289,66,6124,699,22.4,2.6,24.7,20.2,4.4,7.6,7.8,13.5,5.9,9.7,35.1,5.7,59.2,37.7,23.7,19.4,23.4,0,0,,0,3.8,9.9,,,,
0500000US48409,San Patricio,Texas,,Metropolitan,66062,210,9675,617,14.6,0.9,14.6,14.7,3.5,4.5,5.3,9.3,3,6.3,39.2,4,56.8,29.3,18.6,8.9,14.8,4.7,54.1,44,18.4,8.2,13,,,,
0500000US48411,San Saba,Texas,,Non core,5182,176,758,129,14.6,2.5,15,14.1,1.9,3.1,5.7,8.3,1.8,5.7,35.7,2.3,62,20.7,19.4,,15.1,0,,,11,4.1,8.7,,,,
0500000US48413,Schleicher,Texas,,Non core,3122,13,269,73,8.6,2.3,9,8.2,1.3,3.7,0.8,3.9,0.7,3.1,35.4,0,64.6,32.5,24.2,0,12.4,0,,,2.1,0,4.3,,,,
0500000US48415,Scurry,Texas,,Micropolitan,15835,135,2446,388,15.4,2.4,16.3,14.5,4.2,5.5,4.9,9.4,2,4.7,40,11.9,48.1,42.1,15.5,13.7,15.9,0,68.2,,9.1,3.1,9.4,,,,
0500000US48417,Shackelford,Texas,,Non core,3322,29,616,116,18.5,3.5,17.2,19.9,4.5,7.7,5.1,13.3,3,6.1,52.1,19.9,28.1,40.7,24.2,,18.9,0,70,,0,2.7,7.1,,,,
0500000US48419,Shelby,Texas,,Non core,25497,77,4503,430,17.7,1.7,19.5,15.8,2.6,4.3,6.6,10.7,2.5,7.3,24.1,0.6,75.2,35.7,28.6,15.4,18.4,10,11.8,0,16.4,8.7,6.1,,,,
0500000US48421,Sherman,Texas,,Non core,3027,42,490,128,16.2,4.2,16.7,15.6,3.2,8,2.3,7.7,2,4.8,64.4,0,35.6,68.8,9.8,0,17.2,,0,,4.5,7.4,8.4,,,,
0500000US48423,Smith,Texas,,Metropolitan,219907,292,29843,1407,13.6,0.6,13.9,13.3,2.8,4.1,5.6,7.6,3,6.1,34.3,6.8,58.8,30.9,19.7,17.2,13.1,4.2,20.2,0,7.3,12.7,5,,,,
0500000US48425,Somervell,Texas,,Metropolitan,8448,94,1032,227,12.2,2.7,12.6,11.9,1.6,3.1,5.6,6.1,2.6,5,16.5,0,83.5,33.9,34.1,36.8,12.3,,38.5,0,3.1,14.9,11,,,,
0500000US48427,Starr,Texas,,Micropolitan,62893,94,11232,674,17.9,1.1,18.2,17.5,5,4.9,9,11.5,8.2,12.2,30.3,5.8,63.8,45.8,40.6,100,17.8,16.2,36.8,,17.6,28.3,17.8,,,,
0500000US48429,Stephens,Texas,,Non core,8801,127,1597,231,18.1,2.6,15.9,20.3,3.8,7.4,6.4,9.6,2.5,7.2,47.8,5.6,46.6,38.6,21.3,30.7,18.8,0,27.3,,7.1,7.8,5.3,,,,
0500000US48431,Sterling,Texas,,Non core,1098,164,161,55,14.7,5.2,10.4,19.6,3.8,6.2,2.6,9.6,1.3,5.9,72.3,0,27.7,12.1,1.9,,11.9,,,,43.4,53.3,16.6,,,,
0500000US48433,Stonewall,Texas,,Non core,1029,188,219,52,21.3,5.5,27.7,14.9,4.5,9.8,4.2,14.5,5.2,8.9,64,0,36,50.4,10,36.7,20.6,,,,0,63.6,13.2,,,,
0500000US48435,Sutton,Texas,,Non core,3874,13,396,109,10.2,2.8,7.3,13.8,3.1,3.9,3.4,5.6,1.6,5,42,6.3,51.7,37.1,6.3,0,10.4,,44.4,0,9.2,100,10.2,,,,
0500000US48437,Swisher,Texas,,Non core,6891,212,1215,201,17.6,2.8,15.7,19.5,3.6,4.9,5.6,11.8,4.9,9.2,24.2,0.8,75,34.9,28.7,19.7,17.3,7.1,23.6,100,30.9,8.4,16.6,,,,
0500000US48439,Tarrant,Texas,,Metropolitan,1967683,1070,204700,3561,10.4,0.2,9.9,10.8,2,2.9,4.2,5.6,1.9,4.6,41.5,5.7,52.8,25.7,18.6,11.5,10.8,7.4,13.6,12.8,6.2,9.3,6.6,,,,
0500000US48441,Taylor,Texas,,Metropolitan,130082,594,20667,1026,15.9,0.8,16,15.8,3.2,4.8,7.3,9.2,3.3,8.3,44.3,3.2,52.5,27.1,23.5,18.5,16.4,3.6,12.4,0,14.5,10.2,13.2,,,,
0500000US48443,Terrell,Texas,,Non core,721,144,104,49,14.4,6.6,13.4,15.4,6.7,7.4,2.7,9.5,4.1,5.4,14.3,0,85.7,46.4,26.9,0,18.3,,0,,10.8,0,15.3,,,,
0500000US48445,Terry,Texas,,Non core,11602,177,1920,267,16.5,2.2,17.8,15.4,3.6,5.5,7.4,11.9,5.6,10.6,33.8,3.9,62.4,27.6,14.7,26.2,15.9,,22.5,,25,13.6,14.8,,,,
0500000US48447,Throckmorton,Texas,,Non core,1530,141,320,57,20.9,4,25.7,16.9,6.3,8.8,6.4,13.2,3.3,7.8,38.1,8.5,53.4,48.6,21.3,0,20.8,0,,,,36.8,26.6,,,,
0500000US48449,Titus,Texas,,Micropolitan,32409,114,4863,376,15,1.2,15.4,14.6,4.7,4.9,6.7,9,4.2,7.1,41.2,2.6,56.2,37.9,18.4,20.1,16.9,1.4,7.9,0,4.9,10,7.8,,,,
0500000US48451,Tom Green,Texas,,Metropolitan,112051,950,15767,793,14.1,0.7,14.5,13.6,2.5,4.3,5.7,8.1,3.2,6.2,41.4,3.1,55.4,29.2,20.5,16.9,14.5,9,21.1,25,9.3,8,10.9,,,,
0500000US48453,Travis,Texas,,Metropolitan,1169148,482,101001,2382,8.6,0.2,8.4,8.8,1.7,2.3,3.8,4.3,1.6,3.5,50.6,5.6,43.8,22.9,19.2,13.4,8.4,4.3,12.2,5.1,7.7,11.9,7.5,,,,
0500000US48455,Trinity,Texas,,Micropolitan,14363,95,3942,349,27.4,2.4,29.8,25.3,7.4,9.9,10.6,18.5,7.8,12.3,26.2,5.5,68.3,53.6,17.9,32.1,27.2,41.7,77.3,,2.2,27.2,11.8,,,,
0500000US48457,Tyler,Texas,,Non core,18722,484,4740,375,25.3,2.1,28.7,22.1,5.1,8.3,9.2,14.4,4.6,10,29.4,7.7,62.9,47.6,22.1,26.4,25.4,0,6.7,,10.8,41.7,11.1,,,,
0500000US48459,Upshur,Texas,,Metropolitan,39952,173,7134,574,17.9,1.5,18.3,17.4,3.9,5.8,6.4,11.2,5.5,8.9,34.1,3.7,62.1,30.3,17.7,22.4,17.6,0,42.1,,6.6,21.7,10.5,,,,
0500000US48461,Upton,Texas,,Non core,3515,47,319,77,9.1,2.2,11.3,7,1.9,3.3,2.2,5.5,2.3,5.7,23.1,0,76.9,39.8,20.7,4.6,9.2,0,0,,9.6,19,8.3,,,,
0500000US48463,Uvalde,Texas,,Micropolitan,26603,230,3732,396,14,1.5,15.5,12.6,2.7,3.8,6,8.3,2.2,5.5,35.5,4.4,60.1,24.7,22.2,26.9,14,0,6.6,0,18.9,9.8,12.7,,,,
0500000US48465,Val Verde,Texas,,Micropolitan,46436,353,7077,546,15.2,1.2,14.7,15.7,5.6,4.6,5.5,8.2,3.9,7.5,45.4,2.2,52.4,25,27.3,6.7,15.5,9.7,44.4,0,15.1,4.4,15.3,,,,
0500000US48467,Van Zandt,Texas,,Non core,52941,150,9321,542,17.6,1,17.2,18,3.2,6.2,5.5,10.5,3.8,7.3,33,4.4,62.6,30,18.8,19.7,17.5,19.8,22,0,7.7,21.6,10.4,,,,
0500000US48469,Victoria,Texas,,Metropolitan,90445,205,13012,740,14.4,0.8,14.4,14.4,3,4.4,5.6,8.1,2.9,5.8,37.9,4.8,57.2,35.2,18.7,17.2,14.3,5.1,16.9,0,15.3,15.4,14.1,,,,
0500000US48471,Walker,Texas,,Micropolitan,55328,1637,5094,553,9.2,1,8.8,9.5,1.5,2.5,2.6,5.2,1.7,4,35.9,1.6,62.5,22,24,8.9,9.4,0,13.2,,19.3,5.9,4.7,,,,
0500000US48473,Waller,Texas,,Metropolitan,48192,64,6064,660,12.6,1.4,12,13.1,3.2,4.2,5.1,6.7,2.5,6.4,44.1,6.6,49.3,33.1,16.6,11.3,13.9,9.5,6.7,0,7.3,5.7,7.7,,,,
0500000US48475,Ward,Texas,,Non core,11375,50,1334,214,11.7,1.9,11.5,11.9,3.2,4.2,4.9,7.1,3.3,6.3,22.7,11,66.3,22.5,23,4.4,11.5,0,28.8,,16.1,6.5,10.8,,,,
0500000US48477,Washington,Texas,,Micropolitan,34000,204,5028,664,14.8,1.9,12.3,17.2,2.6,3.7,4.8,7.5,2.6,5.2,38.4,3.7,57.9,36.3,15.3,19.1,14.4,0,0,0,9.5,13,5.3,,,,
0500000US48479,Webb,Texas,,Metropolitan,267399,309,31240,1193,11.7,0.4,11.4,11.9,3.5,3.5,5.5,6.3,3.7,6.2,36.8,5.1,58.1,38,35.7,15.8,11.6,6.8,19.5,0,12.9,16.2,11.5,,,,
0500000US48481,Wharton,Texas,,Micropolitan,41070,89,6039,522,14.7,1.3,13.6,15.8,3.3,4.1,5.4,8.5,3.2,6.5,36,3.5,60.5,41.2,23.5,25.7,12.7,0,25,,17.6,10.4,8.9,,,,
0500000US48483,Wheeler,Texas,,Non core,5528,60,904,124,16.4,2.2,16.6,16.1,4.4,5.4,4.7,8.2,2,5.5,51.6,5.5,42.9,33.9,26.9,31.3,16.1,71.4,0,0,13.1,16.2,10.5,,,,
0500000US48485,Wichita,Texas,,Metropolitan,116552,1103,18981,859,16.3,0.8,16.5,16.1,3,5.1,6.9,9.5,3.4,7.1,35.5,3.6,61,32.6,25.7,18.3,16.9,9.5,21.7,0,10.3,8.7,9.5,,,,
0500000US48487,Wilbarger,Texas,,Micropolitan,12790,79,2623,370,20.5,2.9,21.9,19.1,3.5,7.1,8.8,9.1,3.6,6.8,37,10.1,52.9,45.2,25.8,21.3,21.5,0,31.4,,6.2,14.2,12.1,,,,
0500000US48489,Willacy,Texas,,Micropolitan,20143,267,3415,370,17,1.8,17.4,16.5,4.5,5.4,6.3,10.3,4.1,8.1,30.7,10.9,58.4,65.7,33.2,3,16.9,,0,0,21.6,16.8,16.2,,,,
0500000US48491,Williamson,Texas,,Metropolitan,504499,524,46975,1461,9.3,0.3,9.1,9.5,1.5,2.9,3.7,4.6,1.9,4.2,51.7,4.6,43.7,21.6,12,9.7,9.7,4.4,13.3,23.4,7,9.5,7,,,,
0500000US48493,Wilson,Texas,,Metropolitan,46503,193,5493,456,11.8,1,11.5,12.1,1.5,3.6,4.5,6.4,2.5,5.4,35.8,2.8,61.4,24.5,14.8,19.2,11.5,15.8,40.3,0,24.6,6,10.9,,,,
0500000US48495,Winkler,Texas,,Non core,7679,67,975,209,12.7,2.7,12,13.5,2.4,4.4,5.9,7.3,3.1,6.8,35.9,8.8,55.3,29.2,25.2,0.4,12.8,,6.3,,9.8,43.1,9.6,,,,
0500000US48497,Wise,Texas,,Metropolitan,62217,234,10230,772,16.4,1.2,17,15.9,3.1,5.7,7.1,9.5,3.1,7.4,39.6,3.3,57.1,33.2,14,8.9,16.9,0,21.8,3.3,7.2,10.9,9.2,,,,
0500000US48499,Wood,Texas,,Non core,42388,208,9248,604,21.8,1.4,23.5,20.1,5.4,8.7,6.6,11.7,4.7,8.6,32.3,5.2,62.5,46.9,15.6,18,22.6,32.4,25.9,0,4,12.5,11.7,,,,
0500000US48501,Yoakum,Texas,,Non core,8481,19,902,174,10.6,2,10.7,10.6,0.9,1.8,3.4,7.7,1.9,3.5,33.5,4.1,62.4,26.8,18,15.8,10.8,0,0,,14.9,0,8.1,,,,
0500000US48503,Young,Texas,,Non core,17861,78,2656,367,14.9,2.1,16,13.8,3.6,4.5,4,9.1,2.6,5,35.2,2.3,62.5,38.1,23.5,10.5,15,46.7,12.6,,4.9,0,3.7,,,,
0500000US48505,Zapata,Texas,,Micropolitan,14378,57,2467,367,17.2,2.5,16.7,17.6,5.9,6.4,6.3,8.2,5,8.6,38.6,16.7,44.7,21.1,32.2,8.2,16.9,0,,,30.4,,16.4,,,,
0500000US48507,Zavala,Texas,,Non core,11926,53,3205,414,26.9,3.5,23.4,30.3,7,6.9,14,15.6,5.9,12.4,23.1,3.2,73.7,60,41.8,0,27.7,,100,,14.1,50,26.7,,,,
0500000US49001,Beaver,Utah,,Non core,6347,49,800,156,12.6,2.5,13.6,11.6,1.7,5.6,3.9,6.6,1.8,4.8,50.5,4.4,45.1,33.2,5.9,,12.9,0,,,0,33.3,2.8,,,,
0500000US49003,Box Elder,Utah,,Metropolitan,51771,167,6838,410,13.2,0.8,14.1,12.3,2.2,4.6,5.4,6.2,1.9,4,50.2,8.1,41.6,35,17.2,9.7,13.3,20.4,12.9,38.3,5.4,13.5,6.6,,,,
0500000US49005,Cache,Utah,,Metropolitan,119544,230,10513,663,8.8,0.6,9,8.6,1.8,2.8,4.5,3.4,1.5,3.5,51.6,4.5,43.9,30.7,18.8,5.8,8.9,5.6,19.9,4.8,5.8,12.5,7.4,,,,
0500000US49007,Carbon,Utah,,Micropolitan,20310,113,3134,280,15.4,1.4,15.9,15,3,4.5,6.3,9.6,3,6.6,34.8,6.2,58.9,43.4,21.8,11.8,15.4,20,3.9,36.4,21.1,15.9,14.5,,,,
0500000US49009,Daggett,Utah,,Non core,581,151,57,23,9.8,3.9,8.1,11.7,0.9,4.3,2.4,7,0.6,5.5,0,0,100,28.6,17.5,,9.8,,,,,,0,,,,
0500000US49011,Davis,Utah,,Metropolitan,331753,599,31219,1393,9.4,0.4,9.8,9,1.6,3.2,4.3,4.2,1.7,3.9,51.2,3.9,44.9,23.7,11.2,13.1,9.5,8.2,11.5,9.8,8.8,7,9.1,,,,
0500000US49013,Duchesne,Utah,,Non core,19892,171,2408,195,12.1,1,13.3,10.9,2.5,4.5,5,6.5,2,4.6,41.1,2,56.8,36.4,20.7,31.6,12.4,11.3,8.8,9.9,6.4,13.3,6.7,,,,
0500000US49015,Emery,Utah,,Non core,10355,49,1671,171,16.1,1.6,17.2,15,3.4,5.7,6.6,9.5,3.1,6.6,35.4,3,61.6,46.2,12.4,0,16.5,0,1.3,0,0,1,8.7,,,,
0500000US49017,Garfield,Utah,,Non core,4814,127,729,94,15.1,1.9,17.7,12.4,2.7,6.7,3.1,7.4,2.1,5.1,58.8,4.1,37.1,45.7,14.1,0,15.8,0,0,0,0,15.1,1.3,,,,
0500000US49019,Grand,Utah,,Non core,9478,24,1220,276,12.9,2.9,14.8,10.9,1.2,3.3,4.2,6.9,1.6,6,40.6,11.9,47.5,36.4,16,0,13.1,0,8.3,,0,0,0,,,,
0500000US49021,Iron,Utah,,Micropolitan,48077,121,5155,540,10.7,1.1,10.1,11.3,1.5,3.1,4,5.8,2.3,5,30.2,6.1,63.7,31.4,25.5,13.2,10.5,22.9,21.7,43.5,1.6,14.3,5.6,,,,
0500000US49023,Juab,Utah,,Metropolitan,10558,113,1126,156,10.7,1.4,11.2,10.1,1.9,4.1,3.4,4.9,2.5,4.6,41.9,1.8,56.4,26.6,20.4,41.7,10.9,0,8.8,23.5,0,10.9,1.5,,,,
0500000US49025,Kane,Utah,,Non core,7169,27,1142,198,15.9,2.8,18.2,13.6,4.8,5.4,7.4,7.4,1.8,5.6,62.2,2.9,34.9,39.7,10.4,0,16.4,0,13.2,0,0,15,11.1,,,,
0500000US49027,Millard,Utah,,Non core,12507,86,1462,193,11.7,1.5,13,10.3,2,4.9,4.9,5.9,2.1,5.3,47.4,3.3,49.3,32.6,12.5,0,12.5,0,51.5,0,0,4.5,2.2,,,,
0500000US49029,Morgan,Utah,,Metropolitan,11014,18,906,145,8.2,1.3,10.1,6.3,1.6,3.5,2.7,3.5,1.1,2,59.4,4.8,35.8,13.5,2.4,0,8.3,28.8,0,0,0,0,7.6,,,,
0500000US49031,Piute,Utah,,Non core,1826,155,463,92,25.4,4.3,31.7,18.8,5,10.7,12.9,12.6,9.2,13.5,20,0,80,70.9,10.4,,25.3,,100,,,0,0,,,,
0500000US49033,Rich,Utah,,Non core,2302,5,375,89,16.3,3.9,17.1,15.5,3.1,4.1,8.4,9.4,6,9.6,14.5,0,85.5,41.6,20.1,0,16.7,,,,0,60,2.9,,,,
0500000US49035,Salt Lake,Utah,,Metropolitan,1098968,794,102391,1733,9.3,0.2,9.1,9.5,1.6,2.7,4,4.6,1.7,4.2,47,5.7,47.3,29.1,14.9,7.8,10.2,4.8,10.9,5.2,4.4,8.1,6,,,,
0500000US49037,San Juan,Utah,,Non core,14938,124,2442,251,16.3,1.7,16.3,16.4,3.2,5.9,7.2,10,4.7,8.4,38.5,5.1,56.4,38.4,32,0,17.8,6.6,15.3,0,40,6.9,19.9,,,,
0500000US49039,Sanpete,Utah,,Non core,26303,359,3265,316,12.4,1.2,12.9,11.9,2.3,4.9,5.2,5.8,2.2,4.6,33.1,6.9,60,39,17.8,9.4,13.1,0,8.7,11.4,2.7,3.6,3.1,,,,
0500000US49041,Sevier,Utah,,Non core,20614,115,2758,297,13.4,1.5,13.9,12.8,2.3,4.8,5.7,7.1,2.2,4.9,33.4,4.1,62.6,39.5,20.4,21.1,13.5,0,20.8,0,1.4,13.8,9,,,,
0500000US49043,Summit,Utah,,Micropolitan,39599,56,2121,258,5.4,0.7,6,4.6,1.1,2,2.4,2.1,0.8,1.9,57,0.9,42,17.9,9.1,3.7,5.5,2.6,0,0,0,3.8,4.7,,,,
0500000US49045,Tooele,Utah,,Metropolitan,62937,163,6771,465,10.8,0.7,11.4,10.1,1.1,3,4.4,5.7,1.9,4.8,52.8,3.2,44,26.4,11.8,29.1,10.6,8.1,7.4,6.4,14.7,8.1,11.3,,,,
0500000US49047,Uintah,Utah,,Micropolitan,35993,160,3831,460,10.6,1.3,11.3,10,1.5,2.6,5.6,5.8,2.8,7,32.1,8.2,59.7,28.1,15.9,14,10.2,3.4,16.3,0,5.2,14.6,7.2,,,,
0500000US49049,Utah,Utah,,Metropolitan,573027,311,43414,1315,7.6,0.2,7.6,7.5,1.2,2.2,3.7,3.2,1.3,3.3,49.4,5.9,44.7,28.6,16,7.8,7.6,4.1,9.4,8,4.5,9.3,5.9,,,,
0500000US49051,Wasatch,Utah,,Micropolitan,29135,75,2274,322,7.8,1.1,7.4,8.2,1.1,2.5,3.1,4.1,1.6,3.3,59,4.7,36.3,26.2,10.6,0,8,0,32.4,,7.9,1.4,8.1,,,,
0500000US49053,Washington,Utah,,Metropolitan,154159,240,19514,1127,12.7,0.7,12.7,12.6,2.4,4.9,4.5,6.4,2.3,5.9,41.2,5.5,53.3,35.3,15.1,8.7,13.3,8,7.6,16.5,2.9,8.2,7.2,,,,
0500000US49055,Wayne,Utah,,Non core,2672,15,353,83,13.2,3.1,12.6,13.8,2.3,6,5.1,5.8,0.8,3.2,39.1,0,60.9,29.9,17.4,0,13.1,36,100,0,0,0,9.9,,,,
0500000US49057,Weber,Utah,,Metropolitan,241225,382,27256,1348,11.3,0.6,11.5,11.1,2.3,3.3,4.9,5.6,1.9,5.1,38.4,5.6,56,29.9,20.8,11.8,11.2,8.9,23,0,11,13.8,7.7,,,,
0500000US50001,Addison,Vermont,,Non core,36578,120,5322,351,14.5,1,15.7,13.4,3.1,5.2,5.6,6.8,2.5,5.6,44.3,5,50.7,34.5,18.1,6.6,14.8,6,27,,5.9,15.3,10.3,,,,
0500000US50003,Bennington,Vermont,,Micropolitan,35608,146,6183,519,17.4,1.4,16.9,17.9,1.8,5.6,7.6,8.1,2.9,6.8,39,5.6,55.5,31.6,20.8,2.1,17.2,3.6,47.8,50,0,32,2.2,,,,
0500000US50005,Caledonia,Vermont,,Non core,30184,114,5901,351,19.6,1.2,19.5,19.7,3.4,6.5,8.6,9.2,4.1,8.3,33.4,6.3,60.4,35,19.5,32.8,19.3,20.5,40.3,,44.4,23.2,19.5,,,,
0500000US50007,Chittenden,Vermont,,Metropolitan,159670,258,18650,965,11.7,0.6,11.3,12,1.5,3.2,5.5,5.4,2.1,4.5,42.6,6.7,50.8,27.5,18.3,13.2,11.7,8,36.6,0,11.7,14.4,13.5,,,,
0500000US50009,Essex,Vermont,,Micropolitan,6203,13,1229,101,19.8,1.6,22.6,17,3.4,7.9,6,9,3.1,5.9,30.5,5.3,64.2,37.6,24,32.8,19.4,9.4,65,,76.5,21.8,20.5,,,,
0500000US50011,Franklin,Vermont,,Metropolitan,48369,181,5995,419,12.4,0.9,12.9,11.9,2.4,4,4.2,6.1,2.7,5.4,43.9,1.9,54.2,23.5,14.6,22.5,12.2,17,26.4,0,0.7,17.3,2.4,,,,
0500000US50013,Grand Isle,Vermont,,Metropolitan,6946,7,763,89,11,1.3,10.2,11.8,1.7,4.3,5.1,5.1,2.1,3.8,40.3,6.1,53.7,25.5,18.3,0,10.6,0,54.5,,61.5,10.2,4,,,,
0500000US50015,Lamoille,Vermont,,Non core,25115,53,3257,333,13,1.3,15,10.9,1.5,4.4,5.7,5.7,2.4,5.6,45.2,4.2,50.6,28.7,19,8.9,12.8,0,39.4,,0,15.3,2,,,,
0500000US50017,Orange,Vermont,,Micropolitan,28820,34,4780,324,16.6,1.1,18,15.2,2.4,6.2,6.2,7.3,2,6,49.1,3.9,47,33.8,16.3,9.2,16.5,9.5,25.6,0,24.6,24.2,21,,,,
0500000US50019,Orleans,Vermont,,Non core,26283,159,4157,272,15.8,1,16.9,14.7,2.7,4.4,7,8.8,3.4,6.8,26.6,5.5,67.9,31.3,26.3,8.5,15.6,0,45.1,,0,23.9,7.2,,,,
0500000US50021,Rutland,Vermont,,Micropolitan,59102,173,9084,532,15.4,0.9,15.6,15.2,2.7,5.5,6,7.1,3,6.3,40.6,5.3,54.1,34.3,18.6,4.8,15.4,0.5,34.1,,9.1,35,22.9,,,,
0500000US50023,Washington,Vermont,,Micropolitan,58211,180,7034,370,12.1,0.6,12.1,12.1,1.8,4,5.1,6,2.5,5.3,42.2,4,53.9,22.4,21,5.3,12.2,5.7,16.8,41.2,23.8,8.9,13.9,,,,
0500000US50025,Windham,Vermont,,Non core,42900,151,6986,447,16.3,1,17,15.6,1.9,4.5,8.1,7.8,3.4,6.7,32.1,6.4,61.5,32.3,27,31.5,15.9,7.5,26.1,16.7,13.3,28.1,16.1,,,,
0500000US50027,Windsor,Vermont,,Micropolitan,54714,146,8771,525,16,1,16.6,15.5,2.4,5.4,6.6,8,2.7,6.6,42.9,4.2,52.9,32.1,17.7,19.6,15.9,2.6,30.5,38.3,15,27.6,3,,,,
0500000US51001,Accomack,Virginia,,Non core,32470,132,3886,355,12,1.1,12.2,11.8,2.4,3.8,3.9,7,2.4,5,30.2,1.9,67.9,21.9,21.1,8.5,13.2,0,84.4,,5.9,14.1,3.2,,,,
0500000US51003,Albemarle,Virginia,,Metropolitan,103506,585,9188,654,8.9,0.6,9.2,8.5,1.7,2.7,2.9,4.8,1.7,3.7,43.1,4.5,52.3,21.8,17.7,11,8.9,3.9,8.2,66.7,9.3,8.2,4.5,,,,
0500000US51510,Alexandria city,Virginia,,Metropolitan,151720,381,10787,704,7.1,0.5,7.2,7,1.3,2.2,2.8,3.5,1.2,2.5,51.8,8.8,39.4,15.8,19,8.8,6.9,7.1,7.5,24.1,3.8,4.6,4.8,,,,
0500000US51005,Alleghany,Virginia,,Non core,15238,137,2932,308,19.2,2,19.4,19.1,3.6,6.5,6.6,9.6,3.1,6.7,29.4,2.6,68,43.2,26.4,22.3,19.1,0,0,0,0,26.4,7.7,,,,
0500000US51007,Amelia,Virginia,,Metropolitan,12706,67,1650,302,13,2.4,11.3,14.8,2.2,3.2,3.5,7,2.6,6.6,45,0,55,24.7,12.1,10.9,13.7,100,20.5,,0,7.5,0,,,,
0500000US51009,Amherst,Virginia,,Metropolitan,31639,106,4522,412,14.3,1.3,13.3,15.3,2.6,4.3,5.4,8.2,3.5,6.2,25.8,3.3,70.9,24.2,19.5,14.1,14.8,2.9,44.7,0,0,7.9,7.1,,,,
0500000US51011,Appomattox,Virginia,,Metropolitan,15386,75,2646,320,17.2,2.1,17.8,16.6,2.2,5.5,7.4,10.2,4.2,7,27.5,2.7,69.9,31.5,31.1,19.9,16.6,0,6.3,,22.2,14.9,8.2,,,,
0500000US51013,Arlington,Virginia,,Metropolitan,225319,601,12969,682,5.8,0.3,5.5,6,1.3,1.6,2,2.9,1.2,2.3,52.6,7.1,40.3,13.8,15.1,9.6,5.7,4.9,18.3,11.7,3.1,3.2,5.6,,,,
0500000US51015,Augusta,Virginia,,Metropolitan,70859,482,9058,601,12.8,0.8,13.1,12.5,1.9,3.8,4.7,7,2.4,5.6,40.1,2,57.9,27.8,15.2,18.6,12.6,26.5,21.9,0,14.2,10.6,9.5,,,,
0500000US51017,Bath,Virginia,,Non core,4392,78,701,268,16,6.1,18.5,13.2,1.7,7.8,5.7,7.1,2.5,3.5,38,6.8,55.2,21.5,24.7,16.9,16.4,0,,,0,11.7,0,,,,
0500000US51019,Bedford,Virginia,,Metropolitan,76915,122,10819,661,14.1,0.9,14.1,14,2.3,4.5,4.6,7.7,3.4,5.4,34.6,4.1,61.3,27.7,16.4,14.8,14.3,7.5,17.9,100,0,7.2,5.2,,,,
